timestamp,source_ip,destination_ip,source_port,destination_port,protocol,packet_length,flow_duration,packet_count,byte_count,attack_type,label
2026-05-21 16:20:47,198.51.100.66,192.168.1.50,40339,3389,TCP,130,36.68250532506544,72,9360,Brute Force,1
2026-05-21 14:50:52,192.168.1.82,10.0.0.81,22,123,TCP,520,8.328099357567991,20,10400,Benign,0
2026-05-21 16:22:01,204.240.58.111,192.168.1.100,55400,443,UDP,948,1.1558303298649093,453,429444,DDoS,1
2026-05-21 14:49:37,203.0.113.5,192.168.1.100,30509,672,TCP,48,0.002321756372937337,1,48,Port Scan,1
2026-05-21 15:54:07,192.168.1.100,10.0.0.58,52610,80,TCP,1225,5.794312845447476,7,8575,Benign,0
2026-05-21 15:23:12,203.0.113.46,192.168.1.100,37150,569,TCP,43,0.04166682496555901,2,86,Port Scan,1
2026-05-21 15:01:16,185.190.140.3,192.168.1.12,55543,443,TCP,1183,245.84229119423247,40,47320,Infiltration,1
2026-05-21 15:45:10,192.168.1.26,10.0.0.199,80,80,TCP,440,6.688421062572899,10,4400,Benign,0
2026-05-21 16:38:31,192.168.1.220,10.0.0.45,22,123,TCP,1077,3.5953077967899487,19,20463,Benign,0
2026-05-21 14:41:24,192.168.1.131,10.0.0.138,61237,123,UDP,296,9.41057928897272,37,10952,Benign,0
2026-05-21 14:25:59,198.51.100.69,192.168.1.50,49099,22,TCP,111,16.002725408845386,47,5217,Brute Force,1
2026-05-21 14:16:33,192.168.1.90,10.0.0.116,80,443,TCP,963,8.690948090754457,5,4815,Benign,0
2026-05-21 14:13:13,192.168.1.187,10.0.0.208,443,123,TCP,686,4.11510648124145,10,6860,Benign,0
2026-05-21 14:21:39,203.0.113.11,192.168.1.100,53258,589,TCP,58,0.02329659833697773,2,116,Port Scan,1
2026-05-21 14:51:33,192.168.1.70,10.0.0.242,443,53,TCP,529,5.433734335830069,15,7935,Benign,0
2026-05-21 16:28:44,217.10.39.60,192.168.1.100,22,443,TCP,1108,0.8755213607256871,1181,1308548,DDoS,1
2026-05-21 15:29:12,28.105.229.116,192.168.1.100,22,80,TCP,1180,0.12374181440658188,856,1010080,DDoS,1
2026-05-21 16:16:30,192.168.1.171,10.0.0.87,443,443,UDP,164,1.439553171939972,30,4920,Benign,0
2026-05-21 16:01:29,192.168.1.227,10.0.0.230,443,123,TCP,666,6.442822937705962,28,18648,Benign,0
2026-05-21 16:26:56,194.32.67.120,192.168.1.100,443,443,UDP,778,1.0632580660029773,908,706424,DDoS,1
2026-05-21 14:19:34,192.168.1.154,10.0.0.166,80,123,ICMP,516,5.297158119025135,46,23736,Benign,0
2026-05-21 14:20:14,203.0.113.42,192.168.1.100,48506,748,TCP,55,0.0024592585787251257,1,55,Port Scan,1
2026-05-21 14:35:16,192.168.1.99,10.0.0.153,51124,80,TCP,1354,7.119555098086931,41,55514,Benign,0
2026-05-21 14:17:59,192.168.1.103,10.0.0.196,22,53,TCP,1230,5.465000272847577,1,1230,Benign,0
2026-05-21 14:23:32,192.168.1.115,10.0.0.44,58214,123,UDP,924,9.848810744044979,14,12936,Benign,0
2026-05-21 15:18:53,192.168.1.55,10.0.0.240,53,53,TCP,1009,7.908919852407793,23,23207,Benign,0
2026-05-21 16:11:57,192.168.1.121,10.0.0.92,53000,123,TCP,863,3.6274153825825612,15,12945,Benign,0
2026-05-21 15:13:11,192.168.1.181,10.0.0.236,443,53,UDP,521,4.72705704764861,38,19798,Benign,0
2026-05-21 14:38:20,192.168.1.248,10.0.0.37,22,53,TCP,1292,5.505895351504915,16,20672,Benign,0
2026-05-21 15:51:12,192.168.1.161,10.0.0.140,53,53,TCP,799,0.28369361080329475,6,4794,Benign,0
2026-05-21 14:20:41,198.51.100.33,192.168.1.50,40693,3389,TCP,129,35.047138171490886,47,6063,Brute Force,1
2026-05-21 16:21:10,185.190.140.12,192.168.1.12,52417,443,TCP,1014,254.83589582746413,70,70980,Infiltration,1
2026-05-21 16:30:23,192.168.1.241,10.0.0.22,53,53,UDP,835,2.4465511392579553,14,11690,Benign,0
2026-05-21 16:14:06,192.168.1.50,10.0.0.50,53,123,UDP,664,5.346348318421828,33,21912,Benign,0
2026-05-21 15:06:19,192.168.1.105,10.0.0.11,22,80,TCP,803,4.231780173289778,43,34529,Benign,0
2026-05-21 16:29:57,192.168.1.242,10.0.0.208,80,443,TCP,1356,0.6277483361587486,30,40680,Benign,0
2026-05-21 15:13:32,192.168.1.61,10.0.0.11,22,53,UDP,347,0.5369812750194167,5,1735,Benign,0
2026-05-21 15:58:43,192.168.1.191,10.0.0.55,22,443,TCP,1234,8.959882780741419,47,57998,Benign,0
2026-05-21 16:08:41,192.168.1.136,10.0.0.32,50788,443,UDP,1020,7.76956346873831,48,48960,Benign,0
2026-05-21 16:13:42,192.168.1.193,10.0.0.12,443,123,TCP,959,5.792415107310521,12,11508,Benign,0
2026-05-21 16:44:02,192.168.1.78,10.0.0.32,22,80,TCP,1466,5.410320825211614,26,38116,Benign,0
2026-05-21 15:54:24,192.168.1.191,10.0.0.16,443,443,UDP,534,9.430671189498204,21,11214,Benign,0
2026-05-21 14:38:13,192.168.1.15,10.0.0.173,57272,80,TCP,754,7.267769559475555,26,19604,Benign,0
2026-05-21 15:02:39,203.0.113.35,192.168.1.100,59140,760,TCP,47,0.04593185598230003,1,47,Port Scan,1
2026-05-21 15:06:58,203.0.113.15,192.168.1.100,57968,308,TCP,49,0.036347646912498546,1,49,Port Scan,1
2026-05-21 14:57:10,192.168.1.112,10.0.0.18,53,80,ICMP,389,6.27990968745092,35,13615,Benign,0
2026-05-21 15:48:18,192.168.1.71,10.0.0.121,443,443,TCP,1461,2.63150526770536,7,10227,Benign,0
2026-05-21 14:45:56,72.20.204.196,192.168.1.100,53,80,UDP,1066,0.876831515162678,1088,1159808,DDoS,1
2026-05-21 16:16:31,176.152.178.130,192.168.1.100,80,80,UDP,708,1.0310939705145454,723,511884,DDoS,1
2026-05-21 16:16:20,192.168.1.233,10.0.0.217,80,53,TCP,1100,2.516135528835776,35,38500,Benign,0
2026-05-21 14:23:56,192.168.1.219,10.0.0.139,22,80,TCP,1194,5.378580298081313,42,50148,Benign,0
2026-05-21 16:46:42,198.51.100.67,192.168.1.50,55814,3389,TCP,92,42.10864990151186,45,4140,Brute Force,1
2026-05-21 16:34:32,192.168.1.35,10.0.0.150,443,123,TCP,1168,6.861779438333276,3,3504,Benign,0
2026-05-21 16:22:51,192.168.1.54,10.0.0.101,22,53,UDP,682,5.59913973571131,10,6820,Benign,0
2026-05-21 15:12:16,192.168.1.168,10.0.0.137,80,53,TCP,884,2.6990588267948237,45,39780,Benign,0
2026-05-21 16:07:19,198.51.100.84,192.168.1.50,44036,22,TCP,102,18.28728679957035,31,3162,Brute Force,1
2026-05-21 16:10:57,192.168.1.171,10.0.0.194,22,80,TCP,1114,5.691476614262238,25,27850,Benign,0
2026-05-21 15:56:16,192.168.1.103,10.0.0.243,62253,443,UDP,1307,7.937666509378127,5,6535,Benign,0
2026-05-21 15:39:28,192.168.1.89,10.0.0.131,443,80,TCP,1459,5.672087991314454,42,61278,Benign,0
2026-05-21 15:39:41,192.168.1.190,10.0.0.136,53,80,TCP,837,5.837633082775042,48,40176,Benign,0
2026-05-21 16:30:12,192.168.1.188,10.0.0.245,22,53,TCP,723,8.162033166032709,23,16629,Benign,0
2026-05-21 16:56:28,192.168.1.227,10.0.0.124,60293,443,TCP,140,4.677941185774057,14,1960,Benign,0
2026-05-21 15:39:22,2.244.160.8,192.168.1.100,53,443,UDP,1282,0.9250217903920234,1182,1515324,DDoS,1
2026-05-21 15:49:09,192.168.1.193,10.0.0.216,443,80,TCP,462,9.348166453746817,45,20790,Benign,0
2026-05-21 16:26:03,192.168.1.35,10.0.0.144,53,123,TCP,134,1.7674667067761767,34,4556,Benign,0
2026-05-21 16:33:42,98.251.214.238,192.168.1.100,443,80,UDP,766,0.3221604532944218,485,371510,DDoS,1
2026-05-21 14:14:20,192.168.1.156,10.0.0.112,80,53,TCP,490,3.1743043607417754,41,20090,Benign,0
2026-05-21 14:40:19,55.50.75.11,192.168.1.100,443,443,UDP,876,0.24011999200697787,1183,1036308,DDoS,1
2026-05-21 15:05:40,47.31.89.200,192.168.1.100,53,443,UDP,629,1.495359305622808,258,162282,DDoS,1
2026-05-21 16:02:18,192.168.1.160,10.0.0.96,22,80,UDP,225,8.706565447490874,19,4275,Benign,0
2026-05-21 16:19:27,192.168.1.239,10.0.0.123,22,443,TCP,503,7.4280194572492935,41,20623,Benign,0
2026-05-21 16:17:01,192.168.1.73,10.0.0.185,22,80,TCP,224,4.159858728255675,49,10976,Benign,0
2026-05-21 15:33:16,26.85.108.165,192.168.1.100,80,80,TCP,1291,0.45257626031087117,663,855933,DDoS,1
2026-05-21 16:49:48,192.168.1.84,10.0.0.161,53,80,ICMP,977,6.448020057363339,1,977,Benign,0
2026-05-21 15:38:33,206.167.222.179,192.168.1.100,22,443,UDP,1100,0.858861943095303,673,740300,DDoS,1
2026-05-21 16:29:23,192.168.1.124,10.0.0.97,51968,443,UDP,803,6.222366278997732,27,21681,Benign,0
2026-05-21 14:19:35,203.0.113.20,192.168.1.100,37413,859,TCP,46,0.03671287320899287,2,92,Port Scan,1
2026-05-21 15:31:55,192.168.1.118,10.0.0.74,22,80,TCP,327,7.969469833834172,25,8175,Benign,0
2026-05-21 15:57:10,192.168.1.197,10.0.0.46,53,53,TCP,1081,2.010607902652133,42,45402,Benign,0
2026-05-21 16:33:10,192.168.1.211,10.0.0.16,80,123,TCP,429,0.5835518143969606,24,10296,Benign,0
2026-05-21 14:24:12,192.168.1.235,10.0.0.68,53,123,TCP,557,2.8616233941266564,17,9469,Benign,0
2026-05-21 15:20:50,203.33.201.187,192.168.1.100,54999,80,TCP,526,1.0289212096511045,230,120980,DDoS,1
2026-05-21 14:30:35,15.249.38.203,192.168.1.100,443,443,UDP,551,0.8850701777552248,922,508022,DDoS,1
2026-05-21 14:18:49,192.168.1.208,10.0.0.180,443,80,TCP,977,9.31676487370458,26,25402,Benign,0
2026-05-21 15:21:37,198.51.100.29,192.168.1.50,43014,22,TCP,158,22.081044413865367,47,7426,Brute Force,1
2026-05-21 16:54:54,192.168.1.119,10.0.0.112,22,123,TCP,418,3.747682680831594,24,10032,Benign,0
2026-05-21 15:52:38,221.147.251.154,192.168.1.100,62052,80,UDP,921,0.7339240977145661,1061,977181,DDoS,1
2026-05-21 16:25:33,192.168.1.242,10.0.0.190,53,53,TCP,1461,1.497260852114401,26,37986,Benign,0
2026-05-21 15:19:14,203.0.113.24,192.168.1.100,50344,300,TCP,61,0.04198975911516108,1,61,Port Scan,1
2026-05-21 15:48:52,198.51.100.85,192.168.1.50,41279,3389,TCP,99,11.358470634277255,39,3861,Brute Force,1
2026-05-21 15:22:52,192.168.1.131,10.0.0.235,443,443,TCP,99,9.722046623529113,8,792,Benign,0
2026-05-21 15:08:22,192.168.1.19,10.0.0.174,22,123,UDP,156,4.052754841925212,18,2808,Benign,0
2026-05-21 15:44:24,192.168.1.71,10.0.0.168,22,53,TCP,358,7.650724391774128,38,13604,Benign,0
2026-05-21 15:15:12,71.70.251.70,192.168.1.100,53,443,UDP,546,0.3266380521587667,986,538356,DDoS,1
2026-05-21 16:03:01,192.92.22.75,192.168.1.100,443,443,UDP,513,0.9700550088717157,278,142614,DDoS,1
2026-05-21 14:48:43,203.0.113.37,192.168.1.100,43276,556,TCP,40,0.005083551090699087,1,40,Port Scan,1
2026-05-21 15:49:45,192.168.1.127,10.0.0.101,53,80,TCP,1043,4.245727056132581,19,19817,Benign,0
2026-05-21 14:21:15,192.168.1.145,10.0.0.174,62764,80,TCP,337,8.473622780858152,15,5055,Benign,0
2026-05-21 16:22:11,192.168.1.134,10.0.0.120,22,53,TCP,1491,4.43425892696185,23,34293,Benign,0
2026-05-21 16:40:52,192.168.1.140,10.0.0.42,443,443,TCP,984,3.921763251671062,31,30504,Benign,0
2026-05-21 15:37:58,147.90.192.174,192.168.1.100,443,80,UDP,513,0.7823542717409583,670,343710,DDoS,1
2026-05-21 15:14:39,198.51.100.40,192.168.1.50,42656,22,TCP,178,23.06213477827729,73,12994,Brute Force,1
2026-05-21 14:46:00,219.164.52.22,192.168.1.100,53,443,TCP,630,0.2310406971083036,573,360990,DDoS,1
2026-05-21 15:00:17,192.168.1.69,10.0.0.224,51779,123,TCP,1475,8.338580698136633,25,36875,Benign,0
2026-05-21 14:17:23,198.51.100.49,192.168.1.50,56108,22,TCP,84,34.79550532954816,23,1932,Brute Force,1
2026-05-21 16:35:32,107.223.181.10,192.168.1.100,62324,80,TCP,1057,1.4780305668821998,849,897393,DDoS,1
2026-05-21 14:38:21,192.168.1.186,10.0.0.61,80,80,UDP,659,7.161094934752435,44,28996,Benign,0
2026-05-21 16:28:19,192.168.1.124,10.0.0.52,53,123,TCP,182,8.936337878254124,44,8008,Benign,0
2026-05-21 16:57:11,192.168.1.171,10.0.0.55,59086,443,TCP,61,3.7431371212624436,48,2928,Benign,0
2026-05-21 15:39:39,192.168.1.174,10.0.0.105,443,80,UDP,357,5.245901749324802,24,8568,Benign,0
2026-05-21 14:22:53,192.168.1.193,10.0.0.88,53,53,TCP,1053,6.836203489514174,45,47385,Benign,0
2026-05-21 16:07:27,192.168.1.226,10.0.0.212,443,443,TCP,638,7.388710913676932,41,26158,Benign,0
2026-05-21 14:27:40,76.221.163.212,192.168.1.100,52870,80,UDP,529,0.982094347999376,260,137540,DDoS,1
2026-05-21 16:50:44,198.51.100.92,192.168.1.50,47220,22,TCP,108,30.020625555256057,37,3996,Brute Force,1
2026-05-21 15:13:41,192.168.1.181,10.0.0.122,22,123,UDP,609,6.262659188467698,23,14007,Benign,0
2026-05-21 16:12:49,198.51.100.38,192.168.1.50,49858,22,TCP,176,24.910245800555195,77,13552,Brute Force,1
2026-05-21 16:40:12,192.168.1.45,10.0.0.170,22,123,TCP,340,9.894437115708246,5,1700,Benign,0
2026-05-21 15:28:01,192.168.1.149,10.0.0.94,80,443,TCP,300,3.65956067335263,1,300,Benign,0
2026-05-21 15:59:53,192.168.1.207,10.0.0.56,80,80,TCP,129,6.444822432114029,9,1161,Benign,0
2026-05-21 15:00:45,192.168.1.147,10.0.0.90,443,53,TCP,152,7.7337120181111025,27,4104,Benign,0
2026-05-21 15:54:58,192.168.1.233,10.0.0.52,443,443,UDP,1166,7.155947279750297,45,52470,Benign,0
2026-05-21 16:28:59,192.168.1.210,10.0.0.249,53,53,TCP,528,6.115324484414364,44,23232,Benign,0
2026-05-21 14:39:22,192.168.1.99,10.0.0.128,22,53,UDP,1412,2.550803787925224,22,31064,Benign,0
2026-05-21 14:44:50,37.163.148.163,192.168.1.100,443,80,UDP,1383,0.3335576658858941,857,1185231,DDoS,1
2026-05-21 15:40:56,185.190.140.15,192.168.1.12,51647,80,TCP,1205,162.38661266719217,124,149420,Infiltration,1
2026-05-21 15:53:21,192.168.1.118,10.0.0.196,52628,443,UDP,880,3.2069829665695284,30,26400,Benign,0
2026-05-21 14:50:31,192.168.1.189,10.0.0.29,50534,443,TCP,381,7.8423503471743805,40,15240,Benign,0
2026-05-21 14:26:31,192.168.1.216,10.0.0.60,55913,53,UDP,413,0.01252202036071542,11,4543,Benign,0
2026-05-21 15:16:41,203.0.113.17,192.168.1.100,41691,542,TCP,62,0.02777842250775721,2,124,Port Scan,1
2026-05-21 14:52:47,192.168.1.231,10.0.0.80,22,80,TCP,89,4.652790405151656,24,2136,Benign,0
2026-05-21 16:55:48,192.168.1.20,10.0.0.205,443,80,UDP,637,0.5138020819128079,23,14651,Benign,0
2026-05-21 15:23:42,192.168.1.116,10.0.0.88,443,80,TCP,1033,8.675382139728343,20,20660,Benign,0
2026-05-21 16:26:52,192.168.1.222,10.0.0.66,54692,80,UDP,1481,7.041198162462813,44,65164,Benign,0
2026-05-21 14:45:47,192.168.1.101,10.0.0.198,22,123,TCP,156,7.461419455259918,34,5304,Benign,0
2026-05-21 15:04:25,183.10.71.22,192.168.1.100,80,80,TCP,1280,0.36468342817603566,1108,1418240,DDoS,1
2026-05-21 16:04:32,192.168.1.115,10.0.0.102,50921,53,ICMP,74,2.947862770415748,10,740,Benign,0
2026-05-21 14:30:05,155.27.77.50,192.168.1.100,443,80,UDP,1130,0.5569225119862156,1188,1342440,DDoS,1
2026-05-21 16:23:40,192.168.1.64,10.0.0.182,443,443,TCP,913,0.7542572882624666,47,42911,Benign,0
2026-05-21 15:28:28,192.168.1.197,10.0.0.142,49327,443,ICMP,922,9.008973761930287,45,41490,Benign,0
2026-05-21 15:16:43,192.168.1.238,10.0.0.163,80,53,UDP,613,3.3234723928652854,9,5517,Benign,0
2026-05-21 16:49:49,192.168.1.149,10.0.0.96,64263,123,TCP,1442,4.368392634450648,21,30282,Benign,0
2026-05-21 16:22:05,6.196.236.115,192.168.1.100,53,443,UDP,745,1.0154590155353884,893,665285,DDoS,1
2026-05-21 16:37:07,192.168.1.62,10.0.0.129,53,443,ICMP,1206,7.107859406349623,26,31356,Benign,0
2026-05-21 16:42:05,192.168.1.121,10.0.0.52,443,123,TCP,901,2.532519015564158,27,24327,Benign,0
2026-05-21 16:22:41,192.168.1.180,10.0.0.178,443,123,TCP,604,3.5067903584066094,30,18120,Benign,0
2026-05-21 15:06:49,192.168.1.56,10.0.0.221,56855,53,TCP,795,8.201815399533327,14,11130,Benign,0
2026-05-21 15:27:01,192.168.1.183,10.0.0.133,49733,123,TCP,839,5.237221610717645,45,37755,Benign,0
2026-05-21 14:20:49,192.168.1.220,10.0.0.80,22,443,TCP,683,5.316134879320991,47,32101,Benign,0
2026-05-21 16:24:57,203.0.113.30,192.168.1.100,48356,725,TCP,57,0.03141616394438653,1,57,Port Scan,1
2026-05-21 16:58:52,192.168.1.174,10.0.0.40,53,80,TCP,1253,9.499594169712953,24,30072,Benign,0
2026-05-21 15:29:41,192.168.1.77,10.0.0.50,53,443,TCP,392,2.2814106525962616,9,3528,Benign,0
2026-05-21 15:52:52,203.0.113.19,192.168.1.100,39952,197,TCP,45,0.03153003491866137,1,45,Port Scan,1
2026-05-21 15:06:36,192.168.1.193,10.0.0.90,53,80,TCP,1153,9.558731203386644,49,56497,Benign,0
2026-05-21 14:55:06,44.71.37.218,192.168.1.100,22,443,UDP,823,0.4364617622866496,1133,932459,DDoS,1
2026-05-21 14:36:59,46.153.25.121,192.168.1.100,443,80,TCP,605,1.3732087692240567,273,165165,DDoS,1
2026-05-21 15:02:05,62.200.234.237,192.168.1.100,53,80,TCP,615,0.1813870804633041,431,265065,DDoS,1
